"id","participant_id","timesent_utc","name","gender","handedness","time_gameplayed_utc","details","Is Valid Cue","Response Window","Correct Button","Response Time","Discrimination Cue Type"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"0","790","0","N/A","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","790","1","N/A","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","790","1","758.7260007858276","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"0","750","0","736.5429997444153","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","670","0","N/A","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","670","0","N/A","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","710","0","N/A","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","750","0","N/A","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"0","830","0","830","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","990","1","N/A","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","990","0","876.2120008468628","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"0","980","0","N/A","LCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","1020","1","N/A","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","1020","1","919.4329977035522","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","1010","1","803.3999800682068","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"0","1000","0","786.4199876785278","LCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","980","1","N/A","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"0","980","0","802.4080395698547","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","940","1","N/A","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","940","1","767.3130035400391","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"1","860","1","734.5330119132996","TARGET"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap Only",,"0","700","0","669.7250008583069","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap & Trace (Trace)",,"0","380","0","0.36584001779556274","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap & Trace (Trace)",,"0","380","0","1.714290976524353","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Tap & Trace (Trace)",,"0","380","0","3.414566993713379","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Trace Only",,"0","380","0","0","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Trace Only",,"0","380","0","1.1245429515838623","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Trace Only",,"0","380","0","2.375090003013611","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Trace Only",,"0","380","0","3.455277979373932","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Trace Only",,"0","380","0","5.091346979141235","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Trace Only",,"0","380","0","6.385457992553711","HCL"
"53e186f4b6145ef8400923a1","BLUE-00051","2014-08-05T21:37:54-0400",,"FEMALE","LEFT","2014-08-05T21:31:35-0400","Trace Only",,"0","380","0","7.941625952720642","HCL"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"0","380","0","8.525564968585968","HCL"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"0","800","0","N/A","HCL"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"0","800","0","N/A","HCL"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"1","800","0","800","TARGET"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"1","840","0","840","TARGET"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"0","880","0","N/A","HCL"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"0","880","0","N/A","LCL"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"0","880","0","N/A","LCL"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"0","880","1","N/A","HCL"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"1","880","0","651.648998260498","TARGET"
"53e2aa69b6145e2c350923a1","GREEN-00025","2014-08-06T17:21:29-0500",,"FEMALE","LEFT","2014-08-06T17:15:51-0500","Tap & Trace",,"0","870","0","N/A","LCL"
